"node i","node j","query","t0","t1","t2"
"ua2","oa4","SELECT * FROM ""oa4"" WHERE  data < 287 ORDER BY desc LIMIT 100","568625568318","568625807389","568625909104"
"ua2","oa5","SELECT * FROM ""oa5"" WHERE  data < 130 ORDER BY desc LIMIT 100","568625911652","568626148870","568626251329"
"ua2","oa6","SELECT * FROM ""oa6"" WHERE  data < 35 ORDER BY desc LIMIT 100","568626254020","568626493246","568626595946"
"ua2","oa7","SELECT * FROM ""oa7"" WHERE  data < 134 ORDER BY desc LIMIT 100","568626598593","568626836102","568626937655"
"ua2","oa8","SELECT * FROM ""oa8"" WHERE  data < 453 ORDER BY desc LIMIT 100","568626940187","568627179602","568627281938"
"ua2","oa9","SELECT * FROM ""oa9"" WHERE  data < 283 ORDER BY desc LIMIT 100","568627284432","568627521682","568627626887"
"ua2","oa10","SELECT * FROM ""oa10"" WHERE  data < 103 ORDER BY desc LIMIT 100","568627629600","568627867006","568627971150"
"ua2","oa11","SELECT * FROM ""oa11"" WHERE  data < 190 ORDER BY desc LIMIT 100","568627973913","568628255649","568628360260"
"ua3","oa3","SELECT * FROM ""oa3"" WHERE  data < 121 ORDER BY desc LIMIT 100","568628363025","568628601796","568628704017"
"ua3","oa4","SELECT * FROM ""oa4"" WHERE  data < 88 ORDER BY desc LIMIT 100","568628706632","568628946513","568629049195"
"ua3","oa5","SELECT * FROM ""oa5"" WHERE  data < 204 ORDER BY desc LIMIT 100","568629051841","568629289194","568629390615"
"ua3","oa6","SELECT * FROM ""oa6"" WHERE  data < 317 ORDER BY desc LIMIT 100","568629393211","568629633074","568629734930"
"ua3","oa7","SELECT * FROM ""oa7"" WHERE  data < 181 ORDER BY desc LIMIT 100","568629737439","568629973904","568630076199"
"ua3","oa8","SELECT * FROM ""oa8"" WHERE  data < 90 ORDER BY desc LIMIT 100","568630078686","568630318103","568630420364"
"ua3","oa9","SELECT * FROM ""oa9"" WHERE  data < 166 ORDER BY desc LIMIT 100","568630422909","568630659719","568630761749"
"ua3","oa10","SELECT * FROM ""oa10"" WHERE  data < 122 ORDER BY desc LIMIT 100","568630764242","568631002666","568631107153"
"ua3","oa11","SELECT * FROM ""oa11"" WHERE  data < 41 ORDER BY desc LIMIT 100","568631109837","568631349864","568631453993"
"ua3","oa12","SELECT * FROM ""oa12"" WHERE  data < 64 ORDER BY desc LIMIT 100","568631456625","568631693972","568631796031"
"ua4","oa4","SELECT * FROM ""oa4"" WHERE  data < 253 ORDER BY desc LIMIT 100","568631798737","568632068379","568632188373"
"ua4","oa5","SELECT * FROM ""oa5"" WHERE  data < 328 ORDER BY desc LIMIT 100","568632191050","568632428852","568632530863"
"ua4","oa6","SELECT * FROM ""oa6"" WHERE  data < 213 ORDER BY desc LIMIT 100","568632533438","568632771701","568632875114"
"ua4","oa7","SELECT * FROM ""oa7"" WHERE  data < 109 ORDER BY desc LIMIT 100","568632877541","568633113307","568633214897"
"ua4","oa8","SELECT * FROM ""oa8"" WHERE  data < 289 ORDER BY desc LIMIT 100","568633217422","568633457154","568633559197"
"ua4","oa9","SELECT * FROM ""oa9"" WHERE  data < 146 ORDER BY desc LIMIT 100","568633561764","568633798191","568633899535"
"ua4","oa10","SELECT * FROM ""oa10"" WHERE  data < 155 ORDER BY desc LIMIT 100","568633902115","568634140756","568634244338"
"ua4","oa11","SELECT * FROM ""oa11"" WHERE  data < 24 ORDER BY desc LIMIT 100","568634247056","568634483895","568634590246"
"ua4","oa12","SELECT * FROM ""oa12"" WHERE  data < 408 ORDER BY desc LIMIT 100","568634592849","568634829877","568634932598"
"ua4","oa13","SELECT * FROM ""oa13"" WHERE  data < 124 ORDER BY desc LIMIT 100","568634935275","568635174113","568635277736"
"ua5","oa5","SELECT * FROM ""oa5"" WHERE  data < 458 ORDER BY desc LIMIT 100","568635280391","568635520213","568635626321"
"ua5","oa6","SELECT * FROM ""oa6"" WHERE  data < 289 ORDER BY desc LIMIT 100","568635628848","568635868706","568635984233"
"ua5","oa7","SELECT * FROM ""oa7"" WHERE  data < 221 ORDER BY desc LIMIT 100","568635986779","568636228645","568636335491"
"ua5","oa8","SELECT * FROM ""oa8"" WHERE  data < 429 ORDER BY desc LIMIT 100","568636337942","568636577444","568636684189"
"ua5","oa9","SELECT * FROM ""oa9"" WHERE  data < 492 ORDER BY desc LIMIT 100","568636686739","568636930575","568637037973"
"ua5","oa10","SELECT * FROM ""oa10"" WHERE  data < 322 ORDER BY desc LIMIT 100","568637040463","568637280087","568637389309"
"ua5","oa11","SELECT * FROM ""oa11"" WHERE  data < 424 ORDER BY desc LIMIT 100","568637391895","568637629200","568637738114"
"ua5","oa12","SELECT * FROM ""oa12"" WHERE  data < 298 ORDER BY desc LIMIT 100","568637740633","568637979671","568638089339"
"ua5","oa13","SELECT * FROM ""oa13"" WHERE  data < 47 ORDER BY desc LIMIT 100","568638091851","568638331058","568638439885"
"ua5","oa14","SELECT * FROM ""oa14"" WHERE  data < 143 ORDER BY desc LIMIT 100","568638442530","568638680052","568638789060"
"ua6","oa6","SELECT * FROM ""oa6"" WHERE  data < 126 ORDER BY desc LIMIT 100","568638791667","568639031794","568639135561"
"ua6","oa7","SELECT * FROM ""oa7"" WHERE  data < 9 ORDER BY desc LIMIT 100","568639138216","568639375838","568639478376"
"ua6","oa8","SELECT * FROM ""oa8"" WHERE  data < 377 ORDER BY desc LIMIT 100","568639480923","568639720999","568639824035"
"ua6","oa9","SELECT * FROM ""oa9"" WHERE  data < 53 ORDER BY desc LIMIT 100","568639826637","568640070269","568640172939"
"ua6","oa10","SELECT * FROM ""oa10"" WHERE  data < 234 ORDER BY desc LIMIT 100","568640175520","568640415392","568640518709"
"ua6","oa11","SELECT * FROM ""oa11"" WHERE  data < 463 ORDER BY desc LIMIT 100","568640521364","568640758750","568640861201"
"ua6","oa12","SELECT * FROM ""oa12"" WHERE  data < 9 ORDER BY desc LIMIT 100","568640863764","568641102207","568641205533"
"ua6","oa13","SELECT * FROM ""oa13"" WHERE  data < 87 ORDER BY desc LIMIT 100","568641235706","568641765844","568641974101"
"ua6","oa14","SELECT * FROM ""oa14"" WHERE  data < 59 ORDER BY desc LIMIT 100","568641979131","568642247447","568642365420"
"ua6","oa15","SELECT * FROM ""oa15"" WHERE  data < 342 ORDER BY desc LIMIT 100","568642368765","568642611616","568642719885"
"ua7","oa7","SELECT * FROM ""oa7"" WHERE  data < 164 ORDER BY desc LIMIT 100","568642723042","568642962692","568643067952"
"ua7","oa8","SELECT * FROM ""oa8"" WHERE  data < 439 ORDER BY desc LIMIT 100","568643070806","568643312511","568643417391"
"ua7","oa9","SELECT * FROM ""oa9"" WHERE  data < 477 ORDER BY desc LIMIT 100","568643420031","568643658562","568643761815"
"ua7","oa10","SELECT * FROM ""oa10"" WHERE  data < 473 ORDER BY desc LIMIT 100","568643764425","568644009573","568644152717"
"ua7","oa11","SELECT * FROM ""oa11"" WHERE  data < 19 ORDER BY desc LIMIT 100","568644155429","568644393484","568644498246"
"ua7","oa12","SELECT * FROM ""oa12"" WHERE  data < 205 ORDER BY desc LIMIT 100","568644500957","568644741351","568644846137"
"ua7","oa13","SELECT * FROM ""oa13"" WHERE  data < 218 ORDER BY desc LIMIT 100","568644848713","568645086366","568645192696"
"ua7","oa14","SELECT * FROM ""oa14"" WHERE  data < 100 ORDER BY desc LIMIT 100","568645195253","568645432388","568645535862"
"ua7","oa15","SELECT * FROM ""oa15"" WHERE  data < 348 ORDER BY desc LIMIT 100","568645538322","568645777417","568645881592"
"ua7","oa16","SELECT * FROM ""oa16"" WHERE  data < 24 ORDER BY desc LIMIT 100","568645884130","568646133576","568646242379"
"ua8","oa8","SELECT * FROM ""oa8"" WHERE  data < 370 ORDER BY desc LIMIT 100","568646245551","568646487601","568646591881"
"ua8","oa9","SELECT * FROM ""oa9"" WHERE  data < 52 ORDER BY desc LIMIT 100","568646594772","568646832820","568646935997"
"ua8","oa10","SELECT * FROM ""oa10"" WHERE  data < 398 ORDER BY desc LIMIT 100","568646938743","568647177952","568647282115"
"ua8","oa11","SELECT * FROM ""oa11"" WHERE  data < 213 ORDER BY desc LIMIT 100","568647284736","568647522441","568647626021"
"ua8","oa12","SELECT * FROM ""oa12"" WHERE  data < 3 ORDER BY desc LIMIT 100","568647628631","568647867555","568647971947"
"ua8","oa13","SELECT * FROM ""oa13"" WHERE  data < 481 ORDER BY desc LIMIT 100","568647974526","568648218925","568648324049"
"ua8","oa14","SELECT * FROM ""oa14"" WHERE  data < 310 ORDER BY desc LIMIT 100","568648326541","568648565401","568648671727"
"ua8","oa15","SELECT * FROM ""oa15"" WHERE  data < 424 ORDER BY desc LIMIT 100","568648674255","568648913323","568649017590"
"ua8","oa16","SELECT * FROM ""oa16"" WHERE  data < 236 ORDER BY desc LIMIT 100","568649020256","568649257594","568649360586"
"ua8","oa17","SELECT * FROM ""oa17"" WHERE  data < 268 ORDER BY desc LIMIT 100","568649363093","568649601763","568649705166"
"ua9","oa9","SELECT * FROM ""oa9"" WHERE  data < 193 ORDER BY desc LIMIT 100","568649707855","568649946142","568650047574"
"ua9","oa10","SELECT * FROM ""oa10"" WHERE  data < 123 ORDER BY desc LIMIT 100","568650050196","568650289973","568650394343"
"ua9","oa11","SELECT * FROM ""oa11"" WHERE  data < 257 ORDER BY desc LIMIT 100","568650396872","568650634573","568650738316"
"ua9","oa12","SELECT * FROM ""oa12"" WHERE  data < 208 ORDER BY desc LIMIT 100","568650740776","568650980139","568651084723"
"ua9","oa13","SELECT * FROM ""oa13"" WHERE  data < 179 ORDER BY desc LIMIT 100","568651087344","568651324373","568651426840"
"ua9","oa14","SELECT * FROM ""oa14"" WHERE  data < 112 ORDER BY desc LIMIT 100","568651429322","568651669027","568651772577"
"ua9","oa15","SELECT * FROM ""oa15"" WHERE  data < 202 ORDER BY desc LIMIT 100","568651775118","568652016071","568652161783"
"ua9","oa16","SELECT * FROM ""oa16"" WHERE  data < 466 ORDER BY desc LIMIT 100","568652164396","568652401220","568652505579"
"ua9","oa17","SELECT * FROM ""oa17"" WHERE  data < 237 ORDER BY desc LIMIT 100","568652508132","568652762038","568652866484"
"ua9","oa18","SELECT * FROM ""oa18"" WHERE  data < 350 ORDER BY desc LIMIT 100","568652869037","568653106124","568653209438"
"ua10","oa10","SELECT * FROM ""oa10"" WHERE  data < 285 ORDER BY desc LIMIT 100","568653212159","568653452617","568653555701"
"ua10","oa11","SELECT * FROM ""oa11"" WHERE  data < 462 ORDER BY desc LIMIT 100","568653558395","568653795473","568653897527"
"ua10","oa12","SELECT * FROM ""oa12"" WHERE  data < 434 ORDER BY desc LIMIT 100","568653900110","568654138716","568654241296"
"ua10","oa13","SELECT * FROM ""oa13"" WHERE  data < 102 ORDER BY desc LIMIT 100","568654243819","568654480466","568654583199"
"ua10","oa14","SELECT * FROM ""oa14"" WHERE  data < 331 ORDER BY desc LIMIT 100","568654585654","568654824648","568654928110"
"ua10","oa15","SELECT * FROM ""oa15"" WHERE  data < 305 ORDER BY desc LIMIT 100","568654930641","568655167722","568655270834"
"ua10","oa16","SELECT * FROM ""oa16"" WHERE  data < 472 ORDER BY desc LIMIT 100","568655273334","568655511657","568655615279"
"ua10","oa17","SELECT * FROM ""oa17"" WHERE  data < 438 ORDER BY desc LIMIT 100","568655617809","568655855793","568655957936"
"ua10","oa18","SELECT * FROM ""oa18"" WHERE  data < 62 ORDER BY desc LIMIT 100","568655960517","568656204755","568656308425"
"ua10","oa19","SELECT * FROM ""oa19"" WHERE  data < 301 ORDER BY desc LIMIT 100","568656311009","568656549183","568656653611"
"ua11","oa11","SELECT * FROM ""oa11"" WHERE  data < 465 ORDER BY desc LIMIT 100","568656656211","568656894281","568656996641"
"ua11","oa12","SELECT * FROM ""oa12"" WHERE  data < 45 ORDER BY desc LIMIT 100","568656999088","568657237328","568657340220"
"ua11","oa13","SELECT * FROM ""oa13"" WHERE  data < 380 ORDER BY desc LIMIT 100","568657342774","568657580327","568657682834"
"ua11","oa14","SELECT * FROM ""oa14"" WHERE  data < 358 ORDER BY desc LIMIT 100","568657685321","568657924757","568658041479"
"ua11","oa15","SELECT * FROM ""oa15"" WHERE  data < 141 ORDER BY desc LIMIT 100","568658044327","568658282311","568658385936"
"ua11","oa16","SELECT * FROM ""oa16"" WHERE  data < 387 ORDER BY desc LIMIT 100","568658388515","568658627479","568658731799"
"ua11","oa17","SELECT * FROM ""oa17"" WHERE  data < 23 ORDER BY desc LIMIT 100","568658734376","568658970671","568659076344"
"ua11","oa18","SELECT * FROM ""oa18"" WHERE  data < 107 ORDER BY desc LIMIT 100","568659078908","568659315279","568659417959"
"ua11","oa19","SELECT * FROM ""oa19"" WHERE  data < 182 ORDER BY desc LIMIT 100","568659420503","568659659069","568659762486"
"ua11","oa20","SELECT * FROM ""oa20"" WHERE  data < 100 ORDER BY desc LIMIT 100","568659765012","568660006618","568660109994"
"ua12","oa12","SELECT * FROM ""oa12"" WHERE  data < 255 ORDER BY desc LIMIT 100","568660112770","568660353674","568660457093"
"ua12","oa13","SELECT * FROM ""oa13"" WHERE  data < 286 ORDER BY desc LIMIT 100","568660459609","568660697286","568660800352"
"ua12","oa14","SELECT * FROM ""oa14"" WHERE  data < 480 ORDER BY desc LIMIT 100","568660802811","568661040974","568661143649"
"ua12","oa15","SELECT * FROM ""oa15"" WHERE  data < 440 ORDER BY desc LIMIT 100","568661146121","568661383298","568661485360"
"ua12","oa16","SELECT * FROM ""oa16"" WHERE  data < 279 ORDER BY desc LIMIT 100","568661487831","568661725687","568661828839"
"ua12","oa17","SELECT * FROM ""oa17"" WHERE  data < 342 ORDER BY desc LIMIT 100","568661831426","568662067902","568662171115"
"ua12","oa18","SELECT * FROM ""oa18"" WHERE  data < 226 ORDER BY desc LIMIT 100","568662173697","568662412054","568662514878"
"ua12","oa19","SELECT * FROM ""oa19"" WHERE  data < 181 ORDER BY desc LIMIT 100","568662517347","568662756367","568662859054"
"ua12","oa20","SELECT * FROM ""oa20"" WHERE  data < 434 ORDER BY desc LIMIT 100","568662861593","568663099037","568663201676"
"ua12","oa21","SELECT * FROM ""oa21"" WHERE  data < 390 ORDER BY desc LIMIT 100","568663204211","568663443529","568663546824"
"ua13","oa13","SELECT * FROM ""oa13"" WHERE  data < 296 ORDER BY desc LIMIT 100","568663549476","568663787349","568663890444"
"ua13","oa14","SELECT * FROM ""oa14"" WHERE  data < 233 ORDER BY desc LIMIT 100","568663892969","568664138484","568664242619"
"ua13","oa15","SELECT * FROM ""oa15"" WHERE  data < 475 ORDER BY desc LIMIT 100","568664265383","568664810762","568664949584"
"ua13","oa16","SELECT * FROM ""oa16"" WHERE  data < 99 ORDER BY desc LIMIT 100","568664953697","568665198451","568665309994"
"ua13","oa17","SELECT * FROM ""oa17"" WHERE  data < 317 ORDER BY desc LIMIT 100","568665313247","568665551839","568665659189"
"ua13","oa18","SELECT * FROM ""oa18"" WHERE  data < 100 ORDER BY desc LIMIT 100","568665662120","568665903112","568666008326"
"ua13","oa19","SELECT * FROM ""oa19"" WHERE  data < 135 ORDER BY desc LIMIT 100","568666011169","568666248722","568666355901"
"ua13","oa20","SELECT * FROM ""oa20"" WHERE  data < 141 ORDER BY desc LIMIT 100","568666358530","568666595913","568666699315"
"ua13","oa21","SELECT * FROM ""oa21"" WHERE  data < 404 ORDER BY desc LIMIT 100","568666701981","568666941218","568667044684"
"ua13","oa22","SELECT * FROM ""oa22"" WHERE  data < 266 ORDER BY desc LIMIT 100","568667047418","568667284555","568667388004"
"ua14","oa14","SELECT * FROM ""oa14"" WHERE  data < 466 ORDER BY desc LIMIT 100","568667390921","568667630912","568667735311"
"ua14","oa15","SELECT * FROM ""oa15"" WHERE  data < 433 ORDER BY desc LIMIT 100","568667737950","568668055672","568668237722"
"ua14","oa16","SELECT * FROM ""oa16"" WHERE  data < 1 ORDER BY desc LIMIT 100","568668241675","568668488735","568668604885"
"ua14","oa17","SELECT * FROM ""oa17"" WHERE  data < 357 ORDER BY desc LIMIT 100","568668607958","568668887372","568669021324"
"ua14","oa18","SELECT * FROM ""oa18"" WHERE  data < 25 ORDER BY desc LIMIT 100","568669024226","568669396817","568669506275"
"ua14","oa19","SELECT * FROM ""oa19"" WHERE  data < 80 ORDER BY desc LIMIT 100","568669509181","568669746231","568669856978"
"ua14","oa20","SELECT * FROM ""oa20"" WHERE  data < 158 ORDER BY desc LIMIT 100","568669860364","568670096078","568670213218"
"ua14","oa21","SELECT * FROM ""oa21"" WHERE  data < 107 ORDER BY desc LIMIT 100","568670216330","568670464373","568670571894"
"ua14","oa22","SELECT * FROM ""oa22"" WHERE  data < 228 ORDER BY desc LIMIT 100","568670574807","568670813023","568670917847"
"ua14","oa23","SELECT * FROM ""oa23"" WHERE  data < 98 ORDER BY desc LIMIT 100","568670920602","568671160322","568671264019"
"ua15","oa15","SELECT * FROM ""oa15"" WHERE  data < 308 ORDER BY desc LIMIT 100","568671266939","568671505686","568671609294"
"ua15","oa16","SELECT * FROM ""oa16"" WHERE  data < 154 ORDER BY desc LIMIT 100","568671611834","568671851259","568671954632"
"ua15","oa17","SELECT * FROM ""oa17"" WHERE  data < 96 ORDER BY desc LIMIT 100","568671957206","568672199792","568672304190"
"ua15","oa18","SELECT * FROM ""oa18"" WHERE  data < 351 ORDER BY desc LIMIT 100","568672306877","568672546311","568672650694"
"ua15","oa19","SELECT * FROM ""oa19"" WHERE  data < 228 ORDER BY desc LIMIT 100","568672653264","568672890252","568672993205"
"ua15","oa20","SELECT * FROM ""oa20"" WHERE  data < 314 ORDER BY desc LIMIT 100","568672995784","568673235618","568673341401"
"ua15","oa21","SELECT * FROM ""oa21"" WHERE  data < 177 ORDER BY desc LIMIT 100","568673344001","568673582838","568673687133"
"ua15","oa22","SELECT * FROM ""oa22"" WHERE  data < 224 ORDER BY desc LIMIT 100","568673689715","568673927324","568674030567"
"ua15","oa23","SELECT * FROM ""oa23"" WHERE  data < 456 ORDER BY desc LIMIT 100","568674033219","568674272171","568674375849"
"ua15","oa24","SELECT * FROM ""oa24"" WHERE  data < 37 ORDER BY desc LIMIT 100","568674378388","568674616170","568674719593"
"ua16","oa16","SELECT * FROM ""oa16"" WHERE  data < 105 ORDER BY desc LIMIT 100","568674722289","568674963011","568675066762"
"ua16","oa17","SELECT * FROM ""oa17"" WHERE  data < 186 ORDER BY desc LIMIT 100","568675069365","568675306720","568675409804"
"ua16","oa18","SELECT * FROM ""oa18"" WHERE  data < 436 ORDER BY desc LIMIT 100","568675412446","568675651853","568675755172"
"ua16","oa19","SELECT * FROM ""oa19"" WHERE  data < 23 ORDER BY desc LIMIT 100","568675757808","568675995366","568676102668"
"ua16","oa20","SELECT * FROM ""oa20"" WHERE  data < 160 ORDER BY desc LIMIT 100","568676105272","568676344819","568676448397"
"ua16","oa21","SELECT * FROM ""oa21"" WHERE  data < 26 ORDER BY desc LIMIT 100","568676451011","568676687274","568676792817"
"ua16","oa22","SELECT * FROM ""oa22"" WHERE  data < 391 ORDER BY desc LIMIT 100","568676795384","568677032157","568677135732"
"ua16","oa23","SELECT * FROM ""oa23"" WHERE  data < 126 ORDER BY desc LIMIT 100","568677138377","568677376827","568677480025"
"ua16","oa24","SELECT * FROM ""oa24"" WHERE  data < 485 ORDER BY desc LIMIT 100","568677482595","568677719317","568677822233"
"ua16","oa25","SELECT * FROM ""oa25"" WHERE  data < 100 ORDER BY desc LIMIT 100","568677824826","568678063990","568678167768"
"ua17","oa17","SELECT * FROM ""oa17"" WHERE  data < 357 ORDER BY desc LIMIT 100","568678170396","568678408138","568678511455"
"ua17","oa18","SELECT * FROM ""oa18"" WHERE  data < 340 ORDER BY desc LIMIT 100","568678514035","568678752673","568678856276"
"ua17","oa19","SELECT * FROM ""oa19"" WHERE  data < 257 ORDER BY desc LIMIT 100","568678858860","568679094844","568679196998"
"ua17","oa20","SELECT * FROM ""oa20"" WHERE  data < 135 ORDER BY desc LIMIT 100","568679199548","568679437800","568679540878"
"ua17","oa21","SELECT * FROM ""oa21"" WHERE  data < 349 ORDER BY desc LIMIT 100","568679543404","568679779764","568679883226"
"ua17","oa22","SELECT * FROM ""oa22"" WHERE  data < 456 ORDER BY desc LIMIT 100","568679885730","568680131023","568680236873"
"ua17","oa23","SELECT * FROM ""oa23"" WHERE  data < 41 ORDER BY desc LIMIT 100","568680239416","568680478490","568680581518"
"ua17","oa24","SELECT * FROM ""oa24"" WHERE  data < 11 ORDER BY desc LIMIT 100","568680584126","568680820253","568680922757"
"ua17","oa25","SELECT * FROM ""oa25"" WHERE  data < 120 ORDER BY desc LIMIT 100","568680925290","568681164734","568681268032"
"ua17","oa26","SELECT * FROM ""oa26"" WHERE  data < 407 ORDER BY desc LIMIT 100","568681270595","568681507293","568681611081"
"ua18","oa18","SELECT * FROM ""oa18"" WHERE  data < 46 ORDER BY desc LIMIT 100","568681613814","568681853092","568681955995"
"ua18","oa19","SELECT * FROM ""oa19"" WHERE  data < 384 ORDER BY desc LIMIT 100","568681958619","568682195965","568682298661"
"ua18","oa20","SELECT * FROM ""oa20"" WHERE  data < 175 ORDER BY desc LIMIT 100","568682301340","568682539795","568682642591"
"ua18","oa21","SELECT * FROM ""oa21"" WHERE  data < 426 ORDER BY desc LIMIT 100","568682645150","568682881488","568682983289"
"ua18","oa22","SELECT * FROM ""oa22"" WHERE  data < 362 ORDER BY desc LIMIT 100","568682985950","568683224395","568683326913"
"ua18","oa23","SELECT * FROM ""oa23"" WHERE  data < 237 ORDER BY desc LIMIT 100","568683329620","568683566068","568683672252"
"ua18","oa24","SELECT * FROM ""oa24"" WHERE  data < 158 ORDER BY desc LIMIT 100","568683674888","568683911744","568684018244"
"ua18","oa25","SELECT * FROM ""oa25"" WHERE  data < 242 ORDER BY desc LIMIT 100","568684020891","568685199450","568685348666"
"ua18","oa26","SELECT * FROM ""oa26"" WHERE  data < 336 ORDER BY desc LIMIT 100","568685353043","568685596490","568685725570"
"ua18","oa27","SELECT * FROM ""oa27"" WHERE  data < 67 ORDER BY desc LIMIT 100","568685728499","568686000165","568686118889"
"ua19","oa19","SELECT * FROM ""oa19"" WHERE  data < 443 ORDER BY desc LIMIT 100","568686122033","568686361117","568686477385"
"ua19","oa20","SELECT * FROM ""oa20"" WHERE  data < 11 ORDER BY desc LIMIT 100","568686480192","568686758542","568686883570"
"ua19","oa21","SELECT * FROM ""oa21"" WHERE  data < 22 ORDER BY desc LIMIT 100","568686886592","568687125067","568687229494"
"ua19","oa22","SELECT * FROM ""oa22"" WHERE  data < 123 ORDER BY desc LIMIT 100","568687232197","568687471766","568687575163"
"ua19","oa23","SELECT * FROM ""oa23"" WHERE  data < 44 ORDER BY desc LIMIT 100","568687577721","568687815350","568687917875"
"ua19","oa24","SELECT * FROM ""oa24"" WHERE  data < 142 ORDER BY desc LIMIT 100","568687920429","568688210993","568688317329"
"ua19","oa25","SELECT * FROM ""oa25"" WHERE  data < 237 ORDER BY desc LIMIT 100","568688319959","568688559333","568688663526"
"ua19","oa26","SELECT * FROM ""oa26"" WHERE  data < 234 ORDER BY desc LIMIT 100","568688687894","568689217478","568689378374"
"ua19","oa27","SELECT * FROM ""oa27"" WHERE  data < 494 ORDER BY desc LIMIT 100","568689382503","568689629397","568689739225"
"ua19","oa28","SELECT * FROM ""oa28"" WHERE  data < 488 ORDER BY desc LIMIT 100","568689742316","568689980859","568690086449"
"ua20","oa20","SELECT * FROM ""oa20"" WHERE  data < 328 ORDER BY desc LIMIT 100","568690089418","568690330250","568690435284"
"ua20","oa21","SELECT * FROM ""oa21"" WHERE  data < 208 ORDER BY desc LIMIT 100","568690438025","568690676796","568690780465"
"ua20","oa22","SELECT * FROM ""oa22"" WHERE  data < 82 ORDER BY desc LIMIT 100","568690783096","568691023883","568691128162"
"ua20","oa23","SELECT * FROM ""oa23"" WHERE  data < 65 ORDER BY desc LIMIT 100","568691130849","568691367866","568691470227"
"ua20","oa24","SELECT * FROM ""oa24"" WHERE  data < 213 ORDER BY desc LIMIT 100","568691472945","568691711684","568691814564"
"ua20","oa25","SELECT * FROM ""oa25"" WHERE  data < 390 ORDER BY desc LIMIT 100","568691817294","568692097648","568692205082"
"ua20","oa26","SELECT * FROM ""oa26"" WHERE  data < 186 ORDER BY desc LIMIT 100","568692207792","568692445401","568692547158"
"ua20","oa27","SELECT * FROM ""oa27"" WHERE  data < 121 ORDER BY desc LIMIT 100","568692549704","568692787773","568692890598"
"ua20","oa28","SELECT * FROM ""oa28"" WHERE  data < 115 ORDER BY desc LIMIT 100","568692893173","568693129467","568693230989"
"ua20","oa29","SELECT * FROM ""oa29"" WHERE  data < 140 ORDER BY desc LIMIT 100","568693233475","568693485343","568693592892"
"ua21","oa21","SELECT * FROM ""oa21"" WHERE  data < 335 ORDER BY desc LIMIT 100","568693595970","568693834467","568693937946"
