"node i","node j","query","t0","t1","t2"
"ua4","oa7","SELECT * FROM ""oa7"" WHERE  data > 453 ORDER BY desc LIMIT 100","570076455238","570076693010","570076966515"
"ua4","oa8","SELECT * FROM ""oa8"" WHERE  data > 122 ORDER BY desc LIMIT 100","570076969020","570077208078","570077479823"
"ua4","oa9","SELECT * FROM ""oa9"" WHERE  data > 331 ORDER BY desc LIMIT 100","570077482345","570077721665","570077993441"
"ua4","oa10","SELECT * FROM ""oa10"" WHERE  data > 72 ORDER BY desc LIMIT 100","570077995936","570078234457","570078506597"
"ua4","oa11","SELECT * FROM ""oa11"" WHERE  data > 344 ORDER BY desc LIMIT 100","570078509256","570078752992","570079024886"
"ua4","oa12","SELECT * FROM ""oa12"" WHERE  data > 116 ORDER BY desc LIMIT 100","570079027441","570079265702","570079537088"
"ua4","oa13","SELECT * FROM ""oa13"" WHERE  data > 249 ORDER BY desc LIMIT 100","570079539611","570079779102","570080057332"
"ua5","oa5","SELECT * FROM ""oa5"" WHERE  data > 321 ORDER BY desc LIMIT 100","570080060088","570080300820","570080573645"
"ua5","oa6","SELECT * FROM ""oa6"" WHERE  data > 50 ORDER BY desc LIMIT 100","570080576231","570080815242","570081087894"
"ua5","oa7","SELECT * FROM ""oa7"" WHERE  data > 257 ORDER BY desc LIMIT 100","570081090421","570081329168","570081601433"
"ua5","oa8","SELECT * FROM ""oa8"" WHERE  data > 381 ORDER BY desc LIMIT 100","570081604045","570081843271","570082116755"
"ua5","oa9","SELECT * FROM ""oa9"" WHERE  data > 236 ORDER BY desc LIMIT 100","570082119257","570082358197","570082630529"
"ua5","oa10","SELECT * FROM ""oa10"" WHERE  data > 277 ORDER BY desc LIMIT 100","570082633062","570082872323","570083144216"
"ua5","oa11","SELECT * FROM ""oa11"" WHERE  data > 256 ORDER BY desc LIMIT 100","570083146856","570083386842","570083659779"
"ua5","oa12","SELECT * FROM ""oa12"" WHERE  data > 473 ORDER BY desc LIMIT 100","570083662357","570083901995","570084179528"
"ua5","oa13","SELECT * FROM ""oa13"" WHERE  data > 144 ORDER BY desc LIMIT 100","570084182194","570084421767","570084693744"
"ua5","oa14","SELECT * FROM ""oa14"" WHERE  data > 492 ORDER BY desc LIMIT 100","570084696151","570084934734","570085206478"
"ua6","oa6","SELECT * FROM ""oa6"" WHERE  data > 178 ORDER BY desc LIMIT 100","570085209039","570085449774","570085724563"
"ua6","oa7","SELECT * FROM ""oa7"" WHERE  data > 293 ORDER BY desc LIMIT 100","570085727159","570085968987","570086253878"
"ua6","oa8","SELECT * FROM ""oa8"" WHERE  data > 209 ORDER BY desc LIMIT 100","570086256357","570086493550","570086767209"
"ua6","oa9","SELECT * FROM ""oa9"" WHERE  data > 373 ORDER BY desc LIMIT 100","570086769738","570087007602","570087280604"
"ua6","oa10","SELECT * FROM ""oa10"" WHERE  data > 424 ORDER BY desc LIMIT 100","570087283219","570087519409","570087793553"
"ua6","oa11","SELECT * FROM ""oa11"" WHERE  data > 135 ORDER BY desc LIMIT 100","570087796169","570088038515","570088312736"
"ua6","oa12","SELECT * FROM ""oa12"" WHERE  data > 179 ORDER BY desc LIMIT 100","570088315381","570088553262","570088888847"
"ua6","oa13","SELECT * FROM ""oa13"" WHERE  data > 195 ORDER BY desc LIMIT 100","570088911943","570089218742","570089516236"
"ua6","oa14","SELECT * FROM ""oa14"" WHERE  data > 227 ORDER BY desc LIMIT 100","570089519194","570089757996","570090032895"
"ua6","oa15","SELECT * FROM ""oa15"" WHERE  data > 213 ORDER BY desc LIMIT 100","570090035592","570090272946","570090547285"
"ua7","oa7","SELECT * FROM ""oa7"" WHERE  data > 418 ORDER BY desc LIMIT 100","570090549937","570090788269","570091062404"
"ua7","oa8","SELECT * FROM ""oa8"" WHERE  data > 460 ORDER BY desc LIMIT 100","570091065076","570091302447","570091576760"
"ua7","oa9","SELECT * FROM ""oa9"" WHERE  data > 76 ORDER BY desc LIMIT 100","570091579357","570091816136","570092095027"
"ua7","oa10","SELECT * FROM ""oa10"" WHERE  data > 70 ORDER BY desc LIMIT 100","570092097731","570092335814","570092610164"
"ua7","oa11","SELECT * FROM ""oa11"" WHERE  data > 54 ORDER BY desc LIMIT 100","570092612805","570092850168","570093125734"
"ua7","oa12","SELECT * FROM ""oa12"" WHERE  data > 200 ORDER BY desc LIMIT 100","570093128338","570093364872","570093639684"
"ua7","oa13","SELECT * FROM ""oa13"" WHERE  data > 318 ORDER BY desc LIMIT 100","570093642240","570093880214","570094154907"
"ua7","oa14","SELECT * FROM ""oa14"" WHERE  data > 459 ORDER BY desc LIMIT 100","570094157383","570094394134","570094669057"
"ua7","oa15","SELECT * FROM ""oa15"" WHERE  data > 362 ORDER BY desc LIMIT 100","570094671563","570094910764","570095182015"
"ua7","oa16","SELECT * FROM ""oa16"" WHERE  data > 269 ORDER BY desc LIMIT 100","570095184596","570095423124","570095695232"
"ua8","oa8","SELECT * FROM ""oa8"" WHERE  data > 41 ORDER BY desc LIMIT 100","570095697953","570095938624","570096218615"
"ua8","oa9","SELECT * FROM ""oa9"" WHERE  data > 171 ORDER BY desc LIMIT 100","570096221425","570096460257","570096732783"
"ua8","oa10","SELECT * FROM ""oa10"" WHERE  data > 498 ORDER BY desc LIMIT 100","570096735335","570096974624","570097246458"
"ua8","oa11","SELECT * FROM ""oa11"" WHERE  data > 136 ORDER BY desc LIMIT 100","570097249231","570097487380","570097760276"
"ua8","oa12","SELECT * FROM ""oa12"" WHERE  data > 353 ORDER BY desc LIMIT 100","570097762897","570098002510","570098274483"
"ua8","oa13","SELECT * FROM ""oa13"" WHERE  data > 365 ORDER BY desc LIMIT 100","570098276962","570098516375","570098787909"
"ua8","oa14","SELECT * FROM ""oa14"" WHERE  data > 410 ORDER BY desc LIMIT 100","570098790492","570099029829","570099300482"
"ua8","oa15","SELECT * FROM ""oa15"" WHERE  data > 94 ORDER BY desc LIMIT 100","570099302968","570099541530","570099813068"
"ua8","oa16","SELECT * FROM ""oa16"" WHERE  data > 228 ORDER BY desc LIMIT 100","570099815594","570100057593","570100329988"
"ua8","oa17","SELECT * FROM ""oa17"" WHERE  data > 314 ORDER BY desc LIMIT 100","570100332563","570100572467","570100843810"
"ua9","oa9","SELECT * FROM ""oa9"" WHERE  data > 341 ORDER BY desc LIMIT 100","570100846431","570101086810","570101359268"
"ua9","oa10","SELECT * FROM ""oa10"" WHERE  data > 256 ORDER BY desc LIMIT 100","570101361890","570101600542","570101872111"
"ua9","oa11","SELECT * FROM ""oa11"" WHERE  data > 441 ORDER BY desc LIMIT 100","570101874641","570102113062","570102384582"
"ua9","oa12","SELECT * FROM ""oa12"" WHERE  data > 172 ORDER BY desc LIMIT 100","570102387223","570102625021","570102917735"
"ua9","oa13","SELECT * FROM ""oa13"" WHERE  data > 168 ORDER BY desc LIMIT 100","570102920092","570103157178","570103429639"
"ua9","oa14","SELECT * FROM ""oa14"" WHERE  data > 301 ORDER BY desc LIMIT 100","570103432229","570103668829","570103942086"
"ua9","oa15","SELECT * FROM ""oa15"" WHERE  data > 330 ORDER BY desc LIMIT 100","570103944685","570104186579","570104461077"
"ua9","oa16","SELECT * FROM ""oa16"" WHERE  data > 444 ORDER BY desc LIMIT 100","570104463614","570104775102","570105052465"
"ua9","oa17","SELECT * FROM ""oa17"" WHERE  data > 181 ORDER BY desc LIMIT 100","570105055063","570105362810","570105742013"
"ua9","oa18","SELECT * FROM ""oa18"" WHERE  data > 401 ORDER BY desc LIMIT 100","570105744554","570106015008","570106288271"
"ua10","oa10","SELECT * FROM ""oa10"" WHERE  data > 265 ORDER BY desc LIMIT 100","570106290893","570106531152","570106805729"
"ua10","oa11","SELECT * FROM ""oa11"" WHERE  data > 37 ORDER BY desc LIMIT 100","570106808386","570107094219","570107370910"
"ua10","oa12","SELECT * FROM ""oa12"" WHERE  data > 396 ORDER BY desc LIMIT 100","570107373762","570107611253","570107885105"
"ua10","oa13","SELECT * FROM ""oa13"" WHERE  data > 7 ORDER BY desc LIMIT 100","570107887714","570108129385","570108404800"
"ua10","oa14","SELECT * FROM ""oa14"" WHERE  data > 51 ORDER BY desc LIMIT 100","570108407623","570108643875","570108917055"
"ua10","oa15","SELECT * FROM ""oa15"" WHERE  data > 46 ORDER BY desc LIMIT 100","570108919726","570109156664","570109429977"
"ua10","oa16","SELECT * FROM ""oa16"" WHERE  data > 186 ORDER BY desc LIMIT 100","570109432652","570109669013","570109942016"
"ua10","oa17","SELECT * FROM ""oa17"" WHERE  data > 177 ORDER BY desc LIMIT 100","570109944590","570110180951","570110453045"
"ua10","oa18","SELECT * FROM ""oa18"" WHERE  data > 386 ORDER BY desc LIMIT 100","570110455629","570110692136","570110964835"
"ua10","oa19","SELECT * FROM ""oa19"" WHERE  data > 226 ORDER BY desc LIMIT 100","570110967434","570111203528","570111475456"
"ua11","oa11","SELECT * FROM ""oa11"" WHERE  data > 443 ORDER BY desc LIMIT 100","570111478102","570111715448","570111988535"
"ua11","oa12","SELECT * FROM ""oa12"" WHERE  data > 276 ORDER BY desc LIMIT 100","570111991218","570112235190","570112507316"
"ua11","oa13","SELECT * FROM ""oa13"" WHERE  data > 305 ORDER BY desc LIMIT 100","570112510000","570112748853","570113020768"
"ua11","oa14","SELECT * FROM ""oa14"" WHERE  data > 208 ORDER BY desc LIMIT 100","570113023433","570113262667","570113533981"
"ua11","oa15","SELECT * FROM ""oa15"" WHERE  data > 254 ORDER BY desc LIMIT 100","570113536640","570113775284","570114045738"
"ua11","oa16","SELECT * FROM ""oa16"" WHERE  data > 443 ORDER BY desc LIMIT 100","570114048315","570114286349","570114556770"
"ua11","oa17","SELECT * FROM ""oa17"" WHERE  data > 466 ORDER BY desc LIMIT 100","570114559370","570114797518","570115068437"
"ua11","oa18","SELECT * FROM ""oa18"" WHERE  data > 97 ORDER BY desc LIMIT 100","570115070994","570115308990","570115579235"
"ua11","oa19","SELECT * FROM ""oa19"" WHERE  data > 61 ORDER BY desc LIMIT 100","570115581814","570115820937","570116096444"
"ua11","oa20","SELECT * FROM ""oa20"" WHERE  data > 81 ORDER BY desc LIMIT 100","570116099063","570116338081","570116609232"
"ua12","oa12","SELECT * FROM ""oa12"" WHERE  data > 392 ORDER BY desc LIMIT 100","570116611978","570116852877","570117123976"
"ua12","oa13","SELECT * FROM ""oa13"" WHERE  data > 418 ORDER BY desc LIMIT 100","570117126534","570117363967","570117634283"
"ua12","oa14","SELECT * FROM ""oa14"" WHERE  data > 374 ORDER BY desc LIMIT 100","570117636820","570117875844","570118147327"
"ua12","oa15","SELECT * FROM ""oa15"" WHERE  data > 107 ORDER BY desc LIMIT 100","570118149972","570118388302","570118658426"
"ua12","oa16","SELECT * FROM ""oa16"" WHERE  data > 202 ORDER BY desc LIMIT 100","570118661050","570118899016","570119168644"
"ua12","oa17","SELECT * FROM ""oa17"" WHERE  data > 303 ORDER BY desc LIMIT 100","570119171254","570119425946","570119695727"
"ua12","oa18","SELECT * FROM ""oa18"" WHERE  data > 129 ORDER BY desc LIMIT 100","570119698390","570119935193","570120212481"
"ua12","oa19","SELECT * FROM ""oa19"" WHERE  data > 436 ORDER BY desc LIMIT 100","570120215163","570120452857","570120727335"
"ua12","oa20","SELECT * FROM ""oa20"" WHERE  data > 116 ORDER BY desc LIMIT 100","570120729840","570120965958","570121238619"
"ua12","oa21","SELECT * FROM ""oa21"" WHERE  data > 130 ORDER BY desc LIMIT 100","570121241138","570121477416","570121748945"
"ua13","oa13","SELECT * FROM ""oa13"" WHERE  data > 231 ORDER BY desc LIMIT 100","570121751607","570121988402","570122260412"
"ua13","oa14","SELECT * FROM ""oa14"" WHERE  data > 347 ORDER BY desc LIMIT 100","570122263096","570122499758","570122772604"
"ua13","oa15","SELECT * FROM ""oa15"" WHERE  data > 490 ORDER BY desc LIMIT 100","570122797290","570123085439","570123384567"
"ua13","oa16","SELECT * FROM ""oa16"" WHERE  data > 98 ORDER BY desc LIMIT 100","570123387670","570123625039","570123900608"
"ua13","oa17","SELECT * FROM ""oa17"" WHERE  data > 209 ORDER BY desc LIMIT 100","570123903218","570124146137","570124422956"
"ua13","oa18","SELECT * FROM ""oa18"" WHERE  data > 251 ORDER BY desc LIMIT 100","570124425700","570124663086","570124937751"
"ua13","oa19","SELECT * FROM ""oa19"" WHERE  data > 364 ORDER BY desc LIMIT 100","570124940362","570125176981","570125450100"
"ua13","oa20","SELECT * FROM ""oa20"" WHERE  data > 424 ORDER BY desc LIMIT 100","570125452683","570125689126","570125962945"
"ua13","oa21","SELECT * FROM ""oa21"" WHERE  data > 255 ORDER BY desc LIMIT 100","570125965494","570126202029","570126474752"
"ua13","oa22","SELECT * FROM ""oa22"" WHERE  data > 299 ORDER BY desc LIMIT 100","570126477329","570126715304","570126988462"
"ua14","oa14","SELECT * FROM ""oa14"" WHERE  data > 313 ORDER BY desc LIMIT 100","570126991071","570127229013","570127502372"
"ua14","oa15","SELECT * FROM ""oa15"" WHERE  data > 163 ORDER BY desc LIMIT 100","570127504865","570127742411","570128022035"
"ua14","oa16","SELECT * FROM ""oa16"" WHERE  data > 497 ORDER BY desc LIMIT 100","570128024859","570128260858","570128535675"
"ua14","oa17","SELECT * FROM ""oa17"" WHERE  data > 313 ORDER BY desc LIMIT 100","570128538170","570128774909","570129047841"
"ua14","oa18","SELECT * FROM ""oa18"" WHERE  data > 207 ORDER BY desc LIMIT 100","570129050358","570129285722","570129559265"
"ua14","oa19","SELECT * FROM ""oa19"" WHERE  data > 152 ORDER BY desc LIMIT 100","570129561805","570129799379","570130069908"
"ua14","oa20","SELECT * FROM ""oa20"" WHERE  data > 152 ORDER BY desc LIMIT 100","570130072369","570130310396","570130581252"
"ua14","oa21","SELECT * FROM ""oa21"" WHERE  data > 365 ORDER BY desc LIMIT 100","570130583738","570130821967","570131091792"
"ua14","oa22","SELECT * FROM ""oa22"" WHERE  data > 7 ORDER BY desc LIMIT 100","570131094313","570131331596","570131601667"
"ua14","oa23","SELECT * FROM ""oa23"" WHERE  data > 189 ORDER BY desc LIMIT 100","570131604287","570131842553","570132120416"
"ua15","oa15","SELECT * FROM ""oa15"" WHERE  data > 220 ORDER BY desc LIMIT 100","570132123296","570132362494","570132634004"
"ua15","oa16","SELECT * FROM ""oa16"" WHERE  data > 367 ORDER BY desc LIMIT 100","570132636677","570132875781","570133146923"
"ua15","oa17","SELECT * FROM ""oa17"" WHERE  data > 26 ORDER BY desc LIMIT 100","570133149589","570133387408","570133657556"
"ua15","oa18","SELECT * FROM ""oa18"" WHERE  data > 363 ORDER BY desc LIMIT 100","570133660077","570133898529","570134169347"
"ua15","oa19","SELECT * FROM ""oa19"" WHERE  data > 377 ORDER BY desc LIMIT 100","570134171865","570134410705","570134681400"
"ua15","oa20","SELECT * FROM ""oa20"" WHERE  data > 189 ORDER BY desc LIMIT 100","570134684038","570134920791","570135191010"
"ua15","oa21","SELECT * FROM ""oa21"" WHERE  data > 425 ORDER BY desc LIMIT 100","570135193543","570135430749","570135701981"
"ua15","oa22","SELECT * FROM ""oa22"" WHERE  data > 91 ORDER BY desc LIMIT 100","570135704468","570135943184","570136243609"
"ua15","oa23","SELECT * FROM ""oa23"" WHERE  data > 220 ORDER BY desc LIMIT 100","570136246420","570136485230","570136756158"
"ua15","oa24","SELECT * FROM ""oa24"" WHERE  data > 248 ORDER BY desc LIMIT 100","570136758655","570136996494","570137266994"
"ua16","oa16","SELECT * FROM ""oa16"" WHERE  data > 411 ORDER BY desc LIMIT 100","570137269634","570137508243","570137781937"
"ua16","oa17","SELECT * FROM ""oa17"" WHERE  data > 253 ORDER BY desc LIMIT 100","570137784379","570138020837","570138292810"
"ua16","oa18","SELECT * FROM ""oa18"" WHERE  data > 166 ORDER BY desc LIMIT 100","570138295450","570138531287","570138804019"
"ua16","oa19","SELECT * FROM ""oa19"" WHERE  data > 422 ORDER BY desc LIMIT 100","570138806609","570139042964","570139315090"
"ua16","oa20","SELECT * FROM ""oa20"" WHERE  data > 33 ORDER BY desc LIMIT 100","570139317700","570139554378","570139827184"
"ua16","oa21","SELECT * FROM ""oa21"" WHERE  data > 373 ORDER BY desc LIMIT 100","570139829801","570140070750","570140344833"
"ua16","oa22","SELECT * FROM ""oa22"" WHERE  data > 17 ORDER BY desc LIMIT 100","570140347451","570140583894","570140856493"
"ua16","oa23","SELECT * FROM ""oa23"" WHERE  data > 372 ORDER BY desc LIMIT 100","570140859363","570141095906","570141368599"
"ua16","oa24","SELECT * FROM ""oa24"" WHERE  data > 481 ORDER BY desc LIMIT 100","570141371212","570141607319","570141880168"
"ua16","oa25","SELECT * FROM ""oa25"" WHERE  data > 280 ORDER BY desc LIMIT 100","570141882697","570142118510","570142391742"
"ua17","oa17","SELECT * FROM ""oa17"" WHERE  data > 302 ORDER BY desc LIMIT 100","570142394353","570142631881","570142906500"
"ua17","oa18","SELECT * FROM ""oa18"" WHERE  data > 330 ORDER BY desc LIMIT 100","570142909094","570143146093","570143418568"
"ua17","oa19","SELECT * FROM ""oa19"" WHERE  data > 204 ORDER BY desc LIMIT 100","570143421153","570143657361","570143932144"
"ua17","oa20","SELECT * FROM ""oa20"" WHERE  data > 331 ORDER BY desc LIMIT 100","570143934676","570144176625","570144450645"
"ua17","oa21","SELECT * FROM ""oa21"" WHERE  data > 54 ORDER BY desc LIMIT 100","570144453254","570144690541","570144962653"
"ua17","oa22","SELECT * FROM ""oa22"" WHERE  data > 200 ORDER BY desc LIMIT 100","570144965153","570145200994","570145472476"
"ua17","oa23","SELECT * FROM ""oa23"" WHERE  data > 103 ORDER BY desc LIMIT 100","570145475066","570145711250","570145983308"
"ua17","oa24","SELECT * FROM ""oa24"" WHERE  data > 175 ORDER BY desc LIMIT 100","570145985859","570146221572","570146493754"
"ua17","oa25","SELECT * FROM ""oa25"" WHERE  data > 208 ORDER BY desc LIMIT 100","570146496205","570146733228","570147004971"
"ua17","oa26","SELECT * FROM ""oa26"" WHERE  data > 194 ORDER BY desc LIMIT 100","570147007468","570147245304","570147516112"
"ua18","oa18","SELECT * FROM ""oa18"" WHERE  data > 237 ORDER BY desc LIMIT 100","570147518765","570147757985","570148032685"
"ua18","oa19","SELECT * FROM ""oa19"" WHERE  data > 340 ORDER BY desc LIMIT 100","570148035295","570148274940","570148546507"
"ua18","oa20","SELECT * FROM ""oa20"" WHERE  data > 457 ORDER BY desc LIMIT 100","570148548970","570148787173","570149056940"
"ua18","oa21","SELECT * FROM ""oa21"" WHERE  data > 324 ORDER BY desc LIMIT 100","570149059465","570149297724","570149568653"
"ua18","oa22","SELECT * FROM ""oa22"" WHERE  data > 200 ORDER BY desc LIMIT 100","570149571228","570149809391","570150078803"
"ua18","oa23","SELECT * FROM ""oa23"" WHERE  data > 171 ORDER BY desc LIMIT 100","570150081344","570150319796","570150589553"
"ua18","oa24","SELECT * FROM ""oa24"" WHERE  data > 189 ORDER BY desc LIMIT 100","570150592063","570150830933","570151101942"
"ua18","oa25","SELECT * FROM ""oa25"" WHERE  data > 335 ORDER BY desc LIMIT 100","570151104402","570151344726","570151693347"
"ua18","oa26","SELECT * FROM ""oa26"" WHERE  data > 89 ORDER BY desc LIMIT 100","570151695846","570151965966","570152242803"
"ua18","oa27","SELECT * FROM ""oa27"" WHERE  data > 192 ORDER BY desc LIMIT 100","570152245377","570152483972","570152773971"
"ua19","oa19","SELECT * FROM ""oa19"" WHERE  data > 229 ORDER BY desc LIMIT 100","570152776648","570153015954","570153287308"
"ua19","oa20","SELECT * FROM ""oa20"" WHERE  data > 315 ORDER BY desc LIMIT 100","570153289841","570153528307","570153798766"
"ua19","oa21","SELECT * FROM ""oa21"" WHERE  data > 29 ORDER BY desc LIMIT 100","570153801254","570154038591","570154308263"
"ua19","oa22","SELECT * FROM ""oa22"" WHERE  data > 73 ORDER BY desc LIMIT 100","570154310817","570154548968","570154819676"
"ua19","oa23","SELECT * FROM ""oa23"" WHERE  data > 233 ORDER BY desc LIMIT 100","570154822176","570155059550","570155333337"
"ua19","oa24","SELECT * FROM ""oa24"" WHERE  data > 133 ORDER BY desc LIMIT 100","570155335789","570155571916","570155843898"
"ua19","oa25","SELECT * FROM ""oa25"" WHERE  data > 490 ORDER BY desc LIMIT 100","570155846402","570156087707","570156361264"
"ua19","oa26","SELECT * FROM ""oa26"" WHERE  data > 245 ORDER BY desc LIMIT 100","570156384588","570156732626","570157025653"
"ua19","oa27","SELECT * FROM ""oa27"" WHERE  data > 303 ORDER BY desc LIMIT 100","570157028492","570157264868","570157538607"
"ua19","oa28","SELECT * FROM ""oa28"" WHERE  data > 2 ORDER BY desc LIMIT 100","570157541212","570157776988","570158049153"
"ua20","oa20","SELECT * FROM ""oa20"" WHERE  data > 456 ORDER BY desc LIMIT 100","570158051928","570158288384","570158561100"
"ua20","oa21","SELECT * FROM ""oa21"" WHERE  data > 318 ORDER BY desc LIMIT 100","570158563758","570158799174","570159071538"
"ua20","oa22","SELECT * FROM ""oa22"" WHERE  data > 407 ORDER BY desc LIMIT 100","570159074154","570159310187","570159583569"
"ua20","oa23","SELECT * FROM ""oa23"" WHERE  data > 47 ORDER BY desc LIMIT 100","570159586085","570159821996","570160100969"
"ua20","oa24","SELECT * FROM ""oa24"" WHERE  data > 130 ORDER BY desc LIMIT 100","570160103685","570160340887","570160614178"
"ua20","oa25","SELECT * FROM ""oa25"" WHERE  data > 105 ORDER BY desc LIMIT 100","570160616691","570160853794","570161126390"
"ua20","oa26","SELECT * FROM ""oa26"" WHERE  data > 376 ORDER BY desc LIMIT 100","570161128868","570161364919","570161638817"
"ua20","oa27","SELECT * FROM ""oa27"" WHERE  data > 181 ORDER BY desc LIMIT 100","570161641347","570161877585","570162150260"
"ua20","oa28","SELECT * FROM ""oa28"" WHERE  data > 233 ORDER BY desc LIMIT 100","570162152845","570162389140","570162662456"
"ua20","oa29","SELECT * FROM ""oa29"" WHERE  data > 121 ORDER BY desc LIMIT 100","570162665033","570162901623","570163174761"
"ua21","oa21","SELECT * FROM ""oa21"" WHERE  data > 95 ORDER BY desc LIMIT 100","570163177464","570163415110","570163688844"
